id,original_index,artist,album,title,recording_condition,midi_filepath,mp3_filepath,youtube_url,duration_sec,performance_start_sec,performance_end_sec,song_split,album_split_0,album_split_1,album_split_2,acoust_id,mb_album_id,mb_artist_id,mb_track_id,mb_recording_id,agreement,discogs_idx
319,586,Dick Hyman,Dick Hyman Plays Duke Ellington,On a Turquoise Cloud,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/On a Turquoise Cloud.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/On a Turquoise Cloud.mp3,https://www.youtube.com/watch?v=A6bmrsqRwKU,206.376,0,206,train,train,train,train,e9be6130-dbc5-4fd4-8fae-58fb0de3a5ef,73223907-8faf-4ad2-b7a7-a80932b9b57d,dab1ad75-3ea3-4071-91c4-7a66475599d4,8133d218-0692-35f1-9588-cfd7a87eb812,fc34e109-5711-4620-a4cd-635f56d0d703,0.9190573770491804,112
320,587,Erroll Garner,Solo Time! The Erroll Garner Collection Vols. 4 & 5,In A Little Spanish Town,studio,data/midi/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/In A Little Spanish Town.midi,data/audio/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/In A Little Spanish Town.mp3,https://www.youtube.com/watch?v=CSyLg-LfDPg,221.472,0,221,train,train,train,train,a1883a4e-f766-41ce-b3f2-890e32cb02a9,e2552704-2654-42af-a3b3-299f7c00a136,75bd5186-9d89-4da9-95de-fce055c28895,041534f5-1b7f-3946-841c-4cd36932052a,bc7de23a-9164-4c21-83d7-503beeb0e641,0.8834872792092043,42
321,588,Dave McKenna,Dave McKenna -  Solo,C Jam Blues,studio,data/midi/studio/Dave McKenna/Dave McKenna -  Solo/C Jam Blues.midi,data/audio/studio/Dave McKenna/Dave McKenna -  Solo/C Jam Blues.mp3,https://www.youtube.com/watch?v=9lGiQvOYVIM,222.36,0,222,train,train,train,train,,,,,,0.8302978723404256,97
322,589,Alan Pasqua,Soliloquy,A Time for Love,studio,data/midi/studio/Alan Pasqua/Soliloquy/A Time for Love.midi,data/audio/studio/Alan Pasqua/Soliloquy/A Time for Love.mp3,https://www.youtube.com/watch?v=qQ-yKZRmkeE,276.0,0,276,train,train,val,train,,,,,,0.8346397909667788,133
323,591,Ray Bryant,Plays Blues and Ballads (Piano Solo),Blues in the Pulpit,studio,data/midi/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/Blues in the Pulpit.midi,data/audio/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/Blues in the Pulpit.mp3,https://www.youtube.com/watch?v=eVT4YBAvqhM,369.192,0,369,train,train,val,train,,,,,,0.9287128712871288,70
324,592,Oscar Peterson,"Exclusively for My Friends -  My Favorite Instrument, Vol. IV",Lulu's Back in Town - Live,studio,"data/midi/studio/Oscar Peterson/Exclusively for My Friends -  My Favorite Instrument, Vol. IV/Lulu's Back in Town - Live.midi","data/audio/studio/Oscar Peterson/Exclusively for My Friends -  My Favorite Instrument, Vol. IV/Lulu's Back in Town - Live.mp3",https://www.youtube.com/watch?v=8qH3D2fmbxM,125.064,0,125,train,train,test,train,bd968fe3-30d1-45da-9d1f-a88739a245b4,681c428a-5240-38ff-b70c-acf510d432e3,ed801bdd-f057-41c0-94fb-76cb5676cd59,7a190b1c-8805-34e2-8c85-9413905fed12,37e94a3a-6e33-49d2-b547-651930131c76,0.8311134789557805,90
325,593,Dick Hyman,Blues in the Night -  Dick Hyman Plays Harold Arlen,Stormy Weather,studio,data/midi/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/Stormy Weather.midi,data/audio/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/Stormy Weather.mp3,https://www.youtube.com/watch?v=0wDd_EUqeys,267.144,0,267,train,train,train,train,fcb7d4a2-c6c9-4ba9-8c9d-e376e8b76ffb,1e99b0c5-8cac-4a0f-9eda-641aac071aee,dab1ad75-3ea3-4071-91c4-7a66475599d4,49584589-9c83-32e4-b3b3-2fd8cd94e766,9455976d-6040-41c3-b5ba-20793712476a,0.944717182497332,185
326,597,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 6",Night And Day,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Night And Day.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Night And Day.mp3",https://www.youtube.com/watch?v=bxodAirgzDI,194.424,0,194,train,train,train,train,875a23b8-4f9f-4031-bfeb-7e2299b5186d,096dda47-78c8-4f4f-a130-b673dad90198,e073f6af-d696-4340-b847-e81fabc4d55b,2767478a-c7c6-30aa-b3f4-2e2bbee078b2,a7cfc271-65e2-4177-ac26-5cc1e1012c8e,0.9284236657012824,225
327,598,Dick Hyman,Broadway Songbook,Lady Of The Evening,studio,data/midi/studio/Dick Hyman/Broadway Songbook/Lady Of The Evening.midi,data/audio/studio/Dick Hyman/Broadway Songbook/Lady Of The Evening.mp3,https://www.youtube.com/watch?v=44B7iJ0W1S4,331.008,0,331,train,train,train,train,,,,,,0.9239766081871348,8
328,601,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 2",Come Rain Or Come Shine,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Come Rain Or Come Shine.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Come Rain Or Come Shine.mp3",https://www.youtube.com/watch?v=3t7EMl_QyZk,305.328,0,305,train,train,train,train,0c0f281f-5331-4469-b826-07024c7e9816,f667da54-eba6-4d21-84ed-d7a703c51eee,e073f6af-d696-4340-b847-e81fabc4d55b,a72f779d-0d94-3288-bc74-b9cae5922cca,9af039c1-6214-43c0-97c4-63d3a2d42ea5,0.9085160202360876,218
329,602,Horace Parlan,Musically Yours,Jitterbug waltz,studio,data/midi/studio/Horace Parlan/Musically Yours/Jitterbug waltz.midi,data/audio/studio/Horace Parlan/Musically Yours/Jitterbug waltz.mp3,https://www.youtube.com/watch?v=q2Ux3bGMVHM,389.4,0,389,train,test,train,val,,,,,,0.936405529953917,229
330,604,Andy Laverne,In The Mood For A Classic,Oblivion,studio,data/midi/studio/Andy Laverne/In The Mood For A Classic/Oblivion.midi,data/audio/studio/Andy Laverne/In The Mood For A Classic/Oblivion.mp3,https://www.youtube.com/watch?v=uHdjK3bjl14,168.384,0,168,train,val,train,train,ba3cbdb9-414e-4cd7-a828-5656a481a63b,8454bb32-6955-466c-9086-0befed62a7b8,e88ae791-cd20-4298-943a-66fd6d222698,9ab87631-179a-4edc-8cb6-4d693bede51b,f605dcd2-6bbc-4960-b498-bd9adcdbf147,0.9319020462931902,246
331,605,Oscar Peterson,Tracks (Remastered),If I Should Lose You - Remastered,studio,data/midi/studio/Oscar Peterson/Tracks (Remastered)/If I Should Lose You - Remastered.midi,data/audio/studio/Oscar Peterson/Tracks (Remastered)/If I Should Lose You - Remastered.mp3,https://www.youtube.com/watch?v=aZrIOAz0xFw,317.688,0,317,train,train,train,train,aa50c05d-56ca-4a8d-95d1-68c3887c3124,cbe349a3-bcae-48cb-91a6-33dc97e75412,ed801bdd-f057-41c0-94fb-76cb5676cd59,3ec363c8-b668-354d-835d-70528e91959b,8d5564f3-0c97-44c2-9128-12c388c96630,0.8836040216550657,21
332,607,Art Tatum,The Complete Capitol Recordings (Vol. One),Someone To Watch Over Me,studio,data/midi/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Someone To Watch Over Me.midi,data/audio/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Someone To Watch Over Me.mp3,https://www.youtube.com/watch?v=XB7rSoDeq6Q,170.712,0,170,train,train,train,train,5ec2a06d-6123-437f-a6df-de6d547ef8a4,ef3e0d7b-de4a-41c9-97e9-f7b960daa2c3,e073f6af-d696-4340-b847-e81fabc4d55b,7f23fdc7-216e-3282-b244-d0964cc7f254,b4fc4873-5729-4c6c-ab43-dfc7130a07de,0.9208494208494208,211
333,608,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 4",I Only Have Eyes For You,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/I Only Have Eyes For You.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/I Only Have Eyes For You.mp3",https://www.youtube.com/watch?v=L61X8RBT6ts,169.176,0,169,train,train,train,train,1bbeb36d-3ca2-454f-89ec-ebc7f7219482,d5fa77dd-666e-43b0-ac4c-c47b024fa47a,e073f6af-d696-4340-b847-e81fabc4d55b,b25d84d9-db35-3e93-8a6f-1ff0bb5addd7,7158ff17-ceaf-418b-a7e9-ebf4b002f957,0.898382204246714,241
334,609,Hank Jones,Handful Of Keys,How Come You Do Me Like You Do - Instrumental,studio,data/midi/studio/Hank Jones/Handful Of Keys/How Come You Do Me Like You Do - Instrumental.midi,data/audio/studio/Hank Jones/Handful Of Keys/How Come You Do Me Like You Do - Instrumental.mp3,https://www.youtube.com/watch?v=JpzmgRCP9wA,311.664,0,311,test,train,train,train,1a5b2360-2bd2-41c3-8d96-50faa2adee38,3836130b-cdca-4ea2-93b7-b95ba5ec6896,80d610fe-7771-4226-aa9b-950944791698,9a1ec3b2-868f-3a18-93af-6b784bc90fe8,44909f1c-7292-4c17-9bf6-01e81e8fafec,0.8456530065109154,128
335,610,Bill Cunliffe,Playground Swing,Meet the Flintstones,studio,data/midi/studio/Bill Cunliffe/Playground Swing/Meet the Flintstones.midi,data/audio/studio/Bill Cunliffe/Playground Swing/Meet the Flintstones.mp3,https://www.youtube.com/watch?v=88so0kqLOyw,202.896,0,197,train,val,test,train,,,,,,0.9064195298372514,249
336,611,Dick Hyman,Dick Hyman Plays Duke Ellington,The Gal From Joe's,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/The Gal From Joe's.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/The Gal From Joe's.mp3,https://www.youtube.com/watch?v=5ifqWT6pGBo,245.184,0,245,train,train,train,train,e57c6e0d-dccd-4686-96b9-b0a77e7265b4,73223907-8faf-4ad2-b7a7-a80932b9b57d,dab1ad75-3ea3-4071-91c4-7a66475599d4,64421e2e-4561-3968-9798-42704966972d,27b9361c-bfd9-414b-bc0d-c8a403e96259,0.9148336153412296,112
337,612,Oscar Peterson,1951,To A Wild Rose,studio,data/midi/studio/Oscar Peterson/1951/To A Wild Rose.midi,data/audio/studio/Oscar Peterson/1951/To A Wild Rose.mp3,https://www.youtube.com/watch?v=U163w6XsBuY,155.736,0,155,train,train,train,val,bf50fd9b-01a2-4b53-91af-96a082b9004b,716d857a-d921-4c5b-b12f-db98f1f04839,ed801bdd-f057-41c0-94fb-76cb5676cd59,699a9741-75e5-3626-912c-8618445d6916,dae6a1c4-b85f-4b5c-ab58-72e46b9bfe1d,0.8225806451612904,190
338,614,George Shearing,The Shearing Piano,It Might As Well Be Spring,studio,data/midi/studio/George Shearing/The Shearing Piano/It Might As Well Be Spring.midi,data/audio/studio/George Shearing/The Shearing Piano/It Might As Well Be Spring.mp3,https://www.youtube.com/watch?v=8WfrruMJKTk,308.664,0,308,train,train,test,train,b2577b93-d807-47a4-8f99-f9b5bd0e1e85,29ae73cf-1a8a-420d-a03d-116f48fe853a,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,4077cfc3-8d24-42e3-8457-7d91d694015a,5e7fd09f-0fa4-4d8c-a1c5-4e4fb7f68eb8,0.8982121573301549,16
339,615,Jessica Williams,Solo Piano Compositions,Dark One - for Miles Davis,studio,data/midi/studio/Jessica Williams/Solo Piano Compositions/Dark One - for Miles Davis.midi,data/audio/studio/Jessica Williams/Solo Piano Compositions/Dark One - for Miles Davis.mp3,https://www.youtube.com/watch?v=4Mtv0fixQn0,328.176,0,328,train,train,train,train,,,,,,0.8458362009635237,208
340,616,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 3","I Surrender, Dear",studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/I Surrender, Dear.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/I Surrender, Dear.mp3",https://www.youtube.com/watch?v=CC_EmqHjoJA,231.552,0,231,train,train,train,train,ee1113a5-a0b8-44ea-bcc1-3ddab629ea77,fdca5f37-0fbb-4438-b9b8-368c75e3719f,e073f6af-d696-4340-b847-e81fabc4d55b,67e953a9-ee83-3525-b463-2d2229c6cba9,272e756d-3656-4bf9-b286-e176ac9c3ab4,0.9143236661500996,22
341,617,Dick Hyman,Dick Hyman Plays Fats Waller,Jitterbug Waltz,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Jitterbug Waltz.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Jitterbug Waltz.mp3,https://www.youtube.com/watch?v=u8u4IQD6zo8,165.096,0,165,train,train,train,train,050e8174-e3da-4254-ac26-08a0b14f5858,ff90bf37-c8b8-4a3c-9c73-1c4a9cce25ad,dab1ad75-3ea3-4071-91c4-7a66475599d4,43961191-2ac5-3938-82fc-e2512f247c29,ed14eacc-4d75-412a-88de-1942a0ae410c,0.9377874606632776,172
342,620,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein,The Surrey With The Fringe On Top,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/The Surrey With The Fringe On Top.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/The Surrey With The Fringe On Top.mp3,https://www.youtube.com/watch?v=9crWQGXgGes,283.32,0,283,train,train,train,train,666a7583-c432-4a58-a814-a1f96768d880,f54bfec3-6668-4a6a-911a-a5673a205be1,dab1ad75-3ea3-4071-91c4-7a66475599d4,12f0ad7e-5e45-49b1-af12-5df3ac04ccdc,c281b8c6-3e59-4b58-aaf4-9b3cf6730656,0.967399545109932,89
343,621,George Shearing,Piano,Wendy,studio,data/midi/studio/George Shearing/Piano/Wendy.midi,data/audio/studio/George Shearing/Piano/Wendy.mp3,https://www.youtube.com/watch?v=f_PeGhfwR-I,232.968,0,233,train,train,train,train,3a19961e-045a-46c8-8bb0-e8f25c1fc3ad,b945ca22-e8da-4457-bf99-9ee56805a2e2,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,1f4ed800-2357-36b3-afb4-b3d0e582a885,c6db6b50-8909-4d11-ace3-3299182528a9,0.8711364717070851,83
344,623,Alan Broadbent,Heart to Heart -  Solo Piano,Love Is the Thing,studio,data/midi/studio/Alan Broadbent/Heart to Heart -  Solo Piano/Love Is the Thing.midi,data/audio/studio/Alan Broadbent/Heart to Heart -  Solo Piano/Love Is the Thing.mp3,https://www.youtube.com/watch?v=b_i9tcpbFSw,352.56,0,352,val,train,train,train,,,,,,0.9132963988919668,119
345,624,Horace Parlan,The Maestro,Nardis,studio,data/midi/studio/Horace Parlan/The Maestro/Nardis.midi,data/audio/studio/Horace Parlan/The Maestro/Nardis.mp3,https://www.youtube.com/watch?v=HfMa00K7XJ8,313.92,0,313,train,train,test,train,,,,,,0.9397000306091214,24
346,625,Jessica Williams,All Alone,Orange Was the Color of Her Dress Then Blue Silk,studio,data/midi/studio/Jessica Williams/All Alone/Orange Was the Color of Her Dress Then Blue Silk.midi,data/audio/studio/Jessica Williams/All Alone/Orange Was the Color of Her Dress Then Blue Silk.mp3,https://www.youtube.com/watch?v=X-jt4bGUzqg,310.68,0,310,train,train,train,train,,,,,,0.9473071324599708,82
347,626,Ellis Marsalis,Duke In Blue,The Mooche,studio,data/midi/studio/Ellis Marsalis/Duke In Blue/The Mooche.midi,data/audio/studio/Ellis Marsalis/Duke In Blue/The Mooche.mp3,https://www.youtube.com/watch?v=BOXIjRQEFKk,318.24,0,318,train,train,train,val,3dd287a2-123d-4583-b6ea-c33083e9a834,38973b0c-6a70-451a-a99f-103d96727beb,c28999ee-ff26-4825-be24-b466e7b32821,c505150c-8cf5-31b0-a221-4c62f0544d6c,dfc683ed-d6af-46df-92e7-45a558c6a750,0.957684557611284,203
348,627,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 2",I Didn't Know What Time It Was,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/I Didn't Know What Time It Was.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/I Didn't Know What Time It Was.mp3",https://www.youtube.com/watch?v=JqeHh5bVLqw,254.664,0,254,train,train,train,train,223ba990-5342-42da-9574-a9c0ba25e090,f667da54-eba6-4d21-84ed-d7a703c51eee,e073f6af-d696-4340-b847-e81fabc4d55b,da42e5ad-5dfe-3ee1-8729-87059f5e0b39,a94d1fa1-e58d-4c2c-be16-89d5de6505b8,0.9114310645724256,218
349,631,Erroll Garner,Solo Time! The Erroll Garner Collection Vols. 4 & 5,"Medley -  April In Paris, The Last Time I Saw Paris",studio,"data/midi/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Medley -  April In Paris, The Last Time I Saw Paris.midi","data/audio/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Medley -  April In Paris, The Last Time I Saw Paris.mp3",https://www.youtube.com/watch?v=om8TyOmpXrQ,304.8,0,304,train,train,train,train,40a03062-40aa-481c-aecb-5a820d3fc9b7,b87aea54-653a-4a63-b364-8effc6f4dd4c,75bd5186-9d89-4da9-95de-fce055c28895,50b2f800-5e05-37bd-b095-495906a62e61,eb9d210a-8d44-4722-bb84-c333ac8f5bcc,0.9037340475815344,42
350,632,Abdullah Ibrahim,Solotude,Mindiff,studio,data/midi/studio/Abdullah Ibrahim/Solotude/Mindiff.midi,data/audio/studio/Abdullah Ibrahim/Solotude/Mindiff.mp3,https://www.youtube.com/watch?v=PcdRQVAAsaw,190.176,0,190,train,test,train,train,f2409450-d3a7-43db-9ec5-d323f5bce4d1,a7f3e66d-6b62-4e27-b75c-5b45e92d39c6,fd64e185-9973-44d5-ad09-5d5562804292,1ac98ea0-07a3-474d-ac67-276585c046f4,c10f9094-e4cc-4fa2-9faf-3fa47b599265,0.943952802359882,129
351,633,Tete Montoliu,Yellow Dolphin Street,You've Changed,studio,data/midi/studio/Tete Montoliu/Yellow Dolphin Street/You've Changed.midi,data/audio/studio/Tete Montoliu/Yellow Dolphin Street/You've Changed.mp3,https://www.youtube.com/watch?v=lLws7AsRBiQ,385.56,0,385,train,train,train,train,01f98971-8716-4719-af1c-95b15b4f1926,fdc99fea-265b-4169-b869-0b4947983d82,769d402e-20c3-40ec-8369-86fe8120bce8,505f42a6-6a7c-45c8-832f-e989105facb7,ffd42ad9-94d0-448c-a2e9-8e5763826334,0.9483870967741936,43
352,635,Dave McKenna,Easy Street,Easy Street,studio,data/midi/studio/Dave McKenna/Easy Street/Easy Street.midi,data/audio/studio/Dave McKenna/Easy Street/Easy Street.mp3,https://www.youtube.com/watch?v=JiYXr1DUsKg,229.056,0,229,train,train,train,train,68604831-bd15-4562-a74a-c27f0b93b6c7,36e5a197-8351-4e22-a4e6-63f0f20862ef,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,51d93221-65df-36c3-bd6a-a920cca099e3,70c8b3d0-83c4-4cae-a8d3-cb9d3a4ffe7a,0.8817749603803487,243
353,638,Duke Jordan,One For The Library,Lush Life,studio,data/midi/studio/Duke Jordan/One For The Library/Lush Life.midi,data/audio/studio/Duke Jordan/One For The Library/Lush Life.mp3,https://www.youtube.com/watch?v=oXjqjul4Iuo,201.264,0,201,train,train,train,test,,,,,,0.8411287205257054,23
354,640,Hank Jones,Handful Of Keys,I'm More Than Satisfied - Instrumental,studio,data/midi/studio/Hank Jones/Handful Of Keys/I'm More Than Satisfied - Instrumental.midi,data/audio/studio/Hank Jones/Handful Of Keys/I'm More Than Satisfied - Instrumental.mp3,https://www.youtube.com/watch?v=gVhssvSgNuM,207.024,0,207,train,train,train,train,a9401d94-a134-4420-b64f-4b4b11b27299,3836130b-cdca-4ea2-93b7-b95ba5ec6896,80d610fe-7771-4226-aa9b-950944791698,d56b8d93-6d49-3e4a-abe0-e4ca36226e6a,aea2e509-a139-4e18-9060-c36d8819a551,0.8886801315171441,128
355,641,Alan Pasqua,Russian Peasant,Dance By The Sea,studio,data/midi/studio/Alan Pasqua/Russian Peasant/Dance By The Sea.midi,data/audio/studio/Alan Pasqua/Russian Peasant/Dance By The Sea.mp3,https://www.youtube.com/watch?v=rPip7r_mUUo,312.36,0,312,train,train,train,train,,,,,,0.8328697850821746,127
356,644,Roland Hanna,Duke Ellington Piano Solos,Come Sunday,studio,data/midi/studio/Roland Hanna/Duke Ellington Piano Solos/Come Sunday.midi,data/audio/studio/Roland Hanna/Duke Ellington Piano Solos/Come Sunday.mp3,https://www.youtube.com/watch?v=BiqKpyM9YE4,150.696,0,150,train,train,train,train,cec44158-7486-4091-b092-1363937127d8,e51dd2e5-681b-4260-9941-64d85a061981,7af9292e-dde2-4684-a758-ce9064aedd38,2b9fb4c9-2709-4a2d-bd81-cda9b5b27169,eca06e89-2b59-4d1b-919c-d0df96aac92f,0.9051987767584098,52
357,650,Cedar Walton,Blues For Myself (Piano Solo),Blues For Myself,studio,data/midi/studio/Cedar Walton/Blues For Myself (Piano Solo)/Blues For Myself.midi,data/audio/studio/Cedar Walton/Blues For Myself (Piano Solo)/Blues For Myself.mp3,https://www.youtube.com/watch?v=FtdkCENBLpg,234.552,0,234,train,test,val,train,5a32efe0-9e70-43f3-a914-7071f2fa04f2,c53ef91a-5bde-40ae-af2d-ee84d0374f72,115474d3-9d44-4c96-b5d0-00891187c6e8,4d0342d0-1b0b-433c-b06f-d5a0ff7e07e5,0724cabb-70ad-42d2-a7ff-5da2c6e724ec,0.919920205186663,164
358,655,Oscar Peterson,Tracks (Remastered),Honeysuckle Rose - Remastered,studio,data/midi/studio/Oscar Peterson/Tracks (Remastered)/Honeysuckle Rose - Remastered.midi,data/audio/studio/Oscar Peterson/Tracks (Remastered)/Honeysuckle Rose - Remastered.mp3,https://www.youtube.com/watch?v=ZwcQj6k4L1c,187.728,0,187,train,train,train,train,,,,,,0.8702928870292888,21
359,656,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 2",Heat Wave,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Heat Wave.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Heat Wave.mp3",https://www.youtube.com/watch?v=YdNiYZBuEAU,196.872,0,196,train,train,train,train,b656d3b1-fb4f-4842-911f-ae7ba00962d8,f667da54-eba6-4d21-84ed-d7a703c51eee,e073f6af-d696-4340-b847-e81fabc4d55b,5554ac00-4145-3a50-a772-142efb77983f,c7a54dc6-e13a-441a-9e04-416e677ff001,0.9317233809001096,218
360,659,Tete Montoliu,The Music I Like To Play - Vol. 4,Bluesology,studio,data/midi/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Bluesology.midi,data/audio/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Bluesology.mp3,https://www.youtube.com/watch?v=nK23NGkdPgo,256.704,0,256,test,val,train,train,,,,,,0.9657157812091076,80
361,660,Roland Hanna,Solo Piano,Bye Bye Blackbird,studio,data/midi/studio/Roland Hanna/Solo Piano/Bye Bye Blackbird.midi,data/audio/studio/Roland Hanna/Solo Piano/Bye Bye Blackbird.mp3,https://www.youtube.com/watch?v=_ybRQXoAdWM,211.44,0,206,val,train,train,train,6f4d9acf-7984-4d90-8bbe-f2f894af262c,84c9fb4e-7b56-4ba8-9f8f-f0029571ef51,7af9292e-dde2-4684-a758-ce9064aedd38,40c29f1c-e774-3f8a-a2f3-ea399d46a9ef,9bdbb0ae-8e59-49d5-a2de-401d620f911a,0.7209302325581395,191
362,662,Kenny Barron,At The Piano,Wazuri Blues,studio,data/midi/studio/Kenny Barron/At The Piano/Wazuri Blues.midi,data/audio/studio/Kenny Barron/At The Piano/Wazuri Blues.mp3,https://www.youtube.com/watch?v=jPm6dG4rNiU,279.384,0,279,test,train,train,train,6a61d489-d207-4d1c-97fc-91de3a7a73fc,33bc7bdb-17ba-4f6c-b591-c4b594b77279,6b2e6e7c-4289-447c-a3dc-120e386da267,237782b4-7fcd-4497-9d2e-05e0d4b20eaa,056f452c-6ef9-42f9-a8ac-37f45d3f3329,0.891694824826605,144
363,664,Horace Parlan,The Maestro,A Flower Is a Lovesome Thing,studio,data/midi/studio/Horace Parlan/The Maestro/A Flower Is a Lovesome Thing.midi,data/audio/studio/Horace Parlan/The Maestro/A Flower Is a Lovesome Thing.mp3,https://www.youtube.com/watch?v=f1yOlxMpOFc,362.592,0,362,train,train,val,train,,,,,,0.9445482866043616,24
364,665,Abdullah Ibrahim,Dream Time,Nisa,studio,data/midi/studio/Abdullah Ibrahim/Dream Time/Nisa.midi,data/audio/studio/Abdullah Ibrahim/Dream Time/Nisa.mp3,https://www.youtube.com/watch?v=FG58EzNlz-M,579.456,0,579,train,train,train,train,,,,,,0.9155060352831942,238
365,666,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart,Manhattan,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Manhattan.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Manhattan.mp3,https://www.youtube.com/watch?v=7nERDdW0ZlA,283.464,0,283,train,test,train,train,326bfebb-47ff-420a-865d-d6d5df5092f6,1ebff91a-54b7-4a2f-80e8-dc5d463a4464,dab1ad75-3ea3-4071-91c4-7a66475599d4,1927e68a-1dbe-4884-ac9c-93a1868f8664,d3b9cd88-2c1f-47ad-8361-0f8c4ca491b2,0.935344827586207,206
366,668,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 3",I Can't Give You Anything But Love,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/I Can't Give You Anything But Love.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/I Can't Give You Anything But Love.mp3",https://www.youtube.com/watch?v=AQJgxJGrra8,215.376,0,215,test,train,train,train,55a02b1f-f709-44ba-abe8-b1e3a7fa5bb2,fdca5f37-0fbb-4438-b9b8-368c75e3719f,e073f6af-d696-4340-b847-e81fabc4d55b,f39bf49c-cd61-37eb-8862-f05e04c16391,d716e4e4-3f7f-4958-99d8-20c8b4e25228,0.9143787808282924,22
367,669,Alan Pasqua,Russian Peasant,Forest Of Blue,studio,data/midi/studio/Alan Pasqua/Russian Peasant/Forest Of Blue.midi,data/audio/studio/Alan Pasqua/Russian Peasant/Forest Of Blue.mp3,https://www.youtube.com/watch?v=trHj8EkJkpE,589.944,0,590,train,train,train,train,,,,,,0.8500426015336552,127
368,671,Abdullah Ibrahim,Solotude,Pula,studio,data/midi/studio/Abdullah Ibrahim/Solotude/Pula.midi,data/audio/studio/Abdullah Ibrahim/Solotude/Pula.mp3,https://www.youtube.com/watch?v=thmGgdrp-1A,42.192,0,42,train,test,train,train,c53c4a8d-9388-416b-91d0-9eaee2c00c12,a7f3e66d-6b62-4e27-b75c-5b45e92d39c6,fd64e185-9973-44d5-ad09-5d5562804292,929d1844-8ef1-4373-9f04-feec85f943ed,d04702b5-abfc-4837-a461-b1aad36f2a10,0.9159663865546218,129
