id,artist,album,title,recording_condition,midi_filepath,mp3_filepath,youtube_url,duration_sec,performance_start_sec,performance_end_sec,split,acoust_id,mb_album_id,mb_artist_id,mb_track_id,mb_recording_id,agreement,discogs_idx
803,Erroll Garner,Afternoon Of An Elf,St. James Infirmary,studio,data/midi/studio/Erroll Garner/Afternoon Of An Elf/St. James Infirmary.midi,data/audio/studio/Erroll Garner/Afternoon Of An Elf/St. James Infirmary.mp3,https://www.youtube.com/watch?v=m352G7UKmYk,368.664,0,368,train,3b97eb9b-66df-4b4c-b920-d4f08997a60a,59a3fd48-96af-4486-b06a-eba0cec954c9,75bd5186-9d89-4da9-95de-fce055c28895,06741403-ede8-302a-95b8-a75ccb3e82fc,f9efa44d-2a70-46ce-8f0d-c0311fd2601e,0.8037367158039082,65
804,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 4",Isn't This A Lovely Day,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Isn't This A Lovely Day.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Isn't This A Lovely Day.mp3",https://www.youtube.com/watch?v=p5nJtd75bwM,212.568,0,212,train,138bd882-f345-4bea-925b-6f3df5f33ce2,d5fa77dd-666e-43b0-ac4c-c47b024fa47a,e073f6af-d696-4340-b847-e81fabc4d55b,c59d73f9-4669-318b-846f-2135f49a1ae5,c8378b5b-1aa2-4447-921a-c4968917d782,0.9130434782608695,241
805,Phineas Newborn Jr,Solo Piano,Goodbye  Flamingo,studio,data/midi/studio/Phineas Newborn Jr/Solo Piano/Goodbye  Flamingo.midi,data/audio/studio/Phineas Newborn Jr/Solo Piano/Goodbye  Flamingo.mp3,https://www.youtube.com/watch?v=t7SdPB_IECo,342.336,0,342,train,ac80fb69-8818-425f-8260-aa22d9063889,4770f1e8-9b39-44ef-acb3-41259f0b2489,e77a6903-a064-4048-b9b9-0a240b6d10c9,33d2c05c-f6d5-4c92-8a8f-852a3815ba23,44df4f17-284a-4461-a9b6-ec6a7f8353ee,0.8595917095215833,107
806,Eric Reed,Reflections of a Grateful Heart,This Day,studio,data/midi/studio/Eric Reed/Reflections of a Grateful Heart/This Day.midi,data/audio/studio/Eric Reed/Reflections of a Grateful Heart/This Day.mp3,https://www.youtube.com/watch?v=lkIx6bHsBkg,264.024,0,264,train,,,,,,0.8752997601918464,223
807,Joanne Brackeen,Popsicle Illusion,The Touch of Your Lips,studio,data/midi/studio/Joanne Brackeen/Popsicle Illusion/The Touch of Your Lips.midi,data/audio/studio/Joanne Brackeen/Popsicle Illusion/The Touch of Your Lips.mp3,https://www.youtube.com/watch?v=fRc9N3AUSeM,343.944,0,344,train,5c16471e-058a-4833-9dfb-a41fdd9a376a,e9a7e3db-7032-4a0b-b3a9-9e4d970378e5,ec336bf6-e027-4690-b0ac-b95093162791,633bfa83-a763-4a1f-8139-14b39f42a572,7e9ec9e0-5b72-45e3-b786-011fd9d5e13c,0.9222390317700453,25
808,Duke Jordan,One For The Library,Two Loves,studio,data/midi/studio/Duke Jordan/One For The Library/Two Loves.midi,data/audio/studio/Duke Jordan/One For The Library/Two Loves.mp3,https://www.youtube.com/watch?v=fACTRtfWvAY,172.344,0,172,train,,,,,,0.8874172185430463,23
809,Erroll Garner,Soliloquy,You'd Be So Nice to Come Home To,studio,data/midi/studio/Erroll Garner/Soliloquy/You'd Be So Nice to Come Home To.midi,data/audio/studio/Erroll Garner/Soliloquy/You'd Be So Nice to Come Home To.mp3,https://www.youtube.com/watch?v=5nkuA6vqlak,381.816,0,381,train,ba3e5601-f426-40dc-b579-f388ecb6b1af,4a9a2d8a-8d75-4ce7-9486-8d5d82e5f971,75bd5186-9d89-4da9-95de-fce055c28895,b18d3071-325e-4bcd-a85c-fa886fa345a4,127fc153-bc8e-4fef-8adb-20586e51a0e0,0.8516330215000821,251
810,Brad Mehldau,Marian McPartland's Piano Jazz with Brad Mehldau,From This Moment On,studio,data/midi/studio/Brad Mehldau/Marian McPartland's Piano Jazz with Brad Mehldau/From This Moment On.midi,data/audio/studio/Brad Mehldau/Marian McPartland's Piano Jazz with Brad Mehldau/From This Moment On.mp3,https://www.youtube.com/watch?v=R6Oew3TV1Bw,284.592,0,284,train,,,,,,0.9394269133115706,139
811,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 3",Yesterdays,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Yesterdays.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Yesterdays.mp3",https://www.youtube.com/watch?v=3v6WbbtU7Ts,207.264,0,207,train,69e6d5e9-a92d-420a-964e-6746455004c3,fdca5f37-0fbb-4438-b9b8-368c75e3719f,e073f6af-d696-4340-b847-e81fabc4d55b,5636125d-a3d2-3cfd-8431-f8b4083f5578,770f8094-3102-435d-ad30-8092979f39cc,0.9208663950246623,22
812,John Taylor,Songs And Variations,In Cologne,studio,data/midi/studio/John Taylor/Songs And Variations/In Cologne.midi,data/audio/studio/John Taylor/Songs And Variations/In Cologne.mp3,https://www.youtube.com/watch?v=KYFFaxya7fg,404.4,0,404,train,,,,,,0.9331131296449214,180
813,Michel Legrand,Michel Legrand by Michel Legrand,Yentl (Music from the Film),studio,data/midi/studio/Michel Legrand/Michel Legrand by Michel Legrand/Yentl (Music from the Film).midi,data/audio/studio/Michel Legrand/Michel Legrand by Michel Legrand/Yentl (Music from the Film).mp3,https://www.youtube.com/watch?v=0nSurHTxmM8,355.368,0,355,train,93f0c09a-3019-412d-87cc-6d8823b746de,ba1b8854-4ea6-46aa-ab95-daced704a0c6,2c330f54-9245-488b-b678-dc8a236d06b3,43462692-efd2-3a68-9ab5-c6518bda1ec5,da912404-1f0a-4410-8117-f8aa97872e2c,0.8952406633409734,230
814,Dave McKenna,Dave Fingers McKenna,San Antonio Rose,studio,data/midi/studio/Dave McKenna/Dave Fingers McKenna/San Antonio Rose.midi,data/audio/studio/Dave McKenna/Dave Fingers McKenna/San Antonio Rose.mp3,https://www.youtube.com/watch?v=_LZwKdkGjhk,274.032,0,274,train,1171cba0-b194-4a6a-b879-7adfcf1efa6e,c00dae75-1840-46fd-95bc-1929a6206141,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,0a3de73e-0ab4-4a47-a3a4-146320869531,a794dbed-cf25-4e5d-bb61-b683c02244bf,0.8725281411621539,12
815,George Cables,"You Don't Know Me, Vol. 2",Go Down Moses,studio,"data/midi/studio/George Cables/You Don't Know Me, Vol. 2/Go Down Moses.midi","data/audio/studio/George Cables/You Don't Know Me, Vol. 2/Go Down Moses.mp3",https://www.youtube.com/watch?v=9MgNp0N9rTk,308.424,0,308,train,d58b34fb-cdbf-4278-ac11-fd0c119e3ab4,59870feb-0aa5-42e6-adff-1e29e8ad3121,7d3aa1dd-5e8b-47f3-a65b-41d78c725ce3,3f4a74e4-bd25-4b5c-8088-e34cf2f2e4b2,3f49c54f-3847-4702-ba1c-3ae22002905e,0.9186418962203717,36
816,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 2",Elegy,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Elegy.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Elegy.mp3",https://www.youtube.com/watch?v=T9mH46Qwl8E,216.36,0,216,train,5df46309-1a13-4d38-b00f-ca22ccbc24b9,f667da54-eba6-4d21-84ed-d7a703c51eee,e073f6af-d696-4340-b847-e81fabc4d55b,82bce594-0bf3-3260-bbaf-9bec78b962bc,12f23033-8565-48c6-929a-5295b6af00ed,0.8694758478931142,218
817,Jason Moran,Modernistic,Gentle Shifts South,studio,data/midi/studio/Jason Moran/Modernistic/Gentle Shifts South.midi,data/audio/studio/Jason Moran/Modernistic/Gentle Shifts South.mp3,https://www.youtube.com/watch?v=C4WoPuQUjUk,211.464,0,211,train,e7b093d8-ee61-41e1-85a8-dc2466504894,1a6aa4a7-b270-4afb-85fa-cadd0fe060aa,2f97f8ef-1bd6-439e-b725-c65081d12d86,01f3d9c1-5594-328b-aac6-6eb0d237d8a5,216c005c-a38c-4b0e-b637-c55376454df6,0.907809747504404,141
818,Roland Hanna,Duke Ellington Piano Solos,Reflections In D,studio,data/midi/studio/Roland Hanna/Duke Ellington Piano Solos/Reflections In D.midi,data/audio/studio/Roland Hanna/Duke Ellington Piano Solos/Reflections In D.mp3,https://www.youtube.com/watch?v=PWygYk0hwAU,248.256,0,248,train,8ad39eee-308b-46cb-9e60-290afe810079,e51dd2e5-681b-4260-9941-64d85a061981,7af9292e-dde2-4684-a758-ce9064aedd38,6b572149-d3db-4216-b3c0-746f5d14f807,f319321a-12ca-46d6-a635-abe944dacfef,0.9151702786377709,52
819,Andy Laverne,Tadd's Delight,The Scene Is Clean,studio,data/midi/studio/Andy Laverne/Tadd's Delight/The Scene Is Clean.midi,data/audio/studio/Andy Laverne/Tadd's Delight/The Scene Is Clean.mp3,https://www.youtube.com/watch?v=dRy_pFiSML0,356.832,0,356,train,6ea12770-31e0-4da6-bd8b-caa21122c509,a8ca6fa7-b561-4799-9b2e-ceae5efa48be,e88ae791-cd20-4298-943a-66fd6d222698,259ac017-3fd7-4ff6-af7a-1af23569886c,7457ade8-f6f9-4ed0-b75e-00fc1ca5dcb1,0.9215121857608903,140
820,Dick Hyman,Century Of Jazz Piano 5cd+dvd,A Little Bit Of John,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/A Little Bit Of John.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/A Little Bit Of John.mp3,https://www.youtube.com/watch?v=tNW4pBXweRE,63.744,0,63,train,dcc01d8b-d488-4cb0-92c0-d235223ee41e,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,961098b4-a13d-466f-b1de-93f72ec825ac,14198558-e509-443d-954d-a012177e2319,0.9588068181818182,121
821,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart,Spring Is Here,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Spring Is Here.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Spring Is Here.mp3,https://www.youtube.com/watch?v=1kQU0hGxKe0,256.416,0,256,train,60091fc4-de69-46a0-8bdd-8afce75e3ab1,1ebff91a-54b7-4a2f-80e8-dc5d463a4464,dab1ad75-3ea3-4071-91c4-7a66475599d4,f09e3736-4036-499c-8837-e1359b51abbc,9597e364-10f8-41de-833e-f215b4651a00,0.9407665505226481,206
822,Marcus Roberts,Alone With Three Giants,Pannonica,studio,data/midi/studio/Marcus Roberts/Alone With Three Giants/Pannonica.midi,data/audio/studio/Marcus Roberts/Alone With Three Giants/Pannonica.mp3,https://www.youtube.com/watch?v=yHFHyBKA5-0,250.584,0,250,train,,,,,,0.9111969111969112,212
823,Dick Hyman,Century Of Jazz Piano 5cd+dvd,Topology,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/Topology.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/Topology.mp3,https://www.youtube.com/watch?v=iqYLRfDClVk,232.656,0,232,train,fe6ddd17-7613-4cc0-b145-72b88e77bff6,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,347791a5-b82f-47d8-87aa-71f6d521087a,8acf0051-602a-4e8b-a19e-4fc459a18b66,0.8773214043649179,121
824,Geri Allen,Home Grown,Black Man,studio,data/midi/studio/Geri Allen/Home Grown/Black Man.midi,data/audio/studio/Geri Allen/Home Grown/Black Man.mp3,https://www.youtube.com/watch?v=z27W_1BcfR0,246.024,0,246,train,f2fa4035-eb86-4601-aec6-22911f82d964,78d632f8-790c-4609-a26a-86af6fd9f484,4d688d75-12e3-481d-bd0d-e4b0cf6cd719,6e337902-f05f-49d7-8fcc-f10de72556f4,82f53eb2-a799-4835-ba93-895bdafa5452,0.955446444808147,78
825,Dick Hyman,Century Of Jazz Piano 5cd+dvd,South Side Boogy,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/South Side Boogy.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/South Side Boogy.mp3,https://www.youtube.com/watch?v=Q1w3cbkh_24,109.464,0,109,train,f5ef56ec-2275-47d2-9f57-1cf8978750fb,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,d43a4910-f1e6-4547-b5f6-c4b0f849585c,47e3837a-d0d6-45f9-8807-f970da1db53a,0.9338235294117647,121
826,Dave McKenna,Easy Street,On Green Dolphin Street,studio,data/midi/studio/Dave McKenna/Easy Street/On Green Dolphin Street.midi,data/audio/studio/Dave McKenna/Easy Street/On Green Dolphin Street.mp3,https://www.youtube.com/watch?v=eiIIptGv3hw,319.272,0,319,train,7917c7a9-0d5d-437c-ae0a-4775c92f0ee8,36e5a197-8351-4e22-a4e6-63f0f20862ef,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,c4645a52-8376-3fef-b84b-aa4d97c7ace4,e1c22a85-4eb0-442e-ab5a-837aede0807d,0.8946295037389531,243
827,Dick Hyman,Century Of Jazz Piano 5cd+dvd,You've Got To Be Modernistic,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/You've Got To Be Modernistic.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/You've Got To Be Modernistic.mp3,https://www.youtube.com/watch?v=qQK6iK4VfwI,228.072,0,228,train,68905a85-d0b2-40e7-8479-67b6a6705037,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,1cccd3ef-9b30-4384-bdee-3fe37f006894,d0041bcd-37d7-467f-be30-dcc7f9b2acf9,0.9540791402051784,121
828,John Taylor,Songs And Variations,Arrivée 1,studio,data/midi/studio/John Taylor/Songs And Variations/Arrivée 1.midi,data/audio/studio/John Taylor/Songs And Variations/Arrivée 1.mp3,https://www.youtube.com/watch?v=RO8PmoUPrbI,126.768,0,126,train,98953a92-cdcc-4464-b18d-5d42a23b6a42,43f02758-8a69-4fef-ac21-36b04ceac715,24bd2f06-73d8-4821-b6e8-c8db267eb0a8,aa158485-6b80-444e-9a94-9eeda8939925,23d289d6-5f95-415f-8dee-69b27764f92f,0.9204545454545455,180
829,Simon Mulligan,"American Songbook, Vol. 2",Moon River (From 'Breakfast at Tiffany's'),studio,"data/midi/studio/Simon Mulligan/American Songbook, Vol. 2/Moon River (From 'Breakfast at Tiffany's').midi","data/audio/studio/Simon Mulligan/American Songbook, Vol. 2/Moon River (From 'Breakfast at Tiffany's').mp3",https://www.youtube.com/watch?v=qibzZMPkxJY,374.808,0,374,train,,,,,,0.9506297229219143,79
830,Don Grusin,Out of Thin Air,Jam Suite 2 - Colorado Peach Jam,studio,data/midi/studio/Don Grusin/Out of Thin Air/Jam Suite 2 - Colorado Peach Jam.midi,data/audio/studio/Don Grusin/Out of Thin Air/Jam Suite 2 - Colorado Peach Jam.mp3,https://www.youtube.com/watch?v=V0i0QHMUBXA,495.504,0,495,train,b032a0ee-dc90-42d8-a869-fd83c2a2f232,9af365a0-7b03-47c9-b9a4-d39ca0560ae8,d9de0bb8-9849-4c64-8432-2a5f92e215e1,c083b847-ffaa-4192-923b-3f86f5c06e5e,9916f192-5303-40f6-a380-cdc418aa828d,0.9135234590616375,224
831,George Shearing,The Shearing Piano,So Would I,studio,data/midi/studio/George Shearing/The Shearing Piano/So Would I.midi,data/audio/studio/George Shearing/The Shearing Piano/So Would I.mp3,https://www.youtube.com/watch?v=uqfWdsNR7f8,194.544,0,194,train,eeca77f1-c630-4883-913d-e3cffa11a0ad,29ae73cf-1a8a-420d-a03d-116f48fe853a,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,f2c70233-d304-4bf3-8998-dc796e0b8a2d,26d2735b-1617-4265-af67-41c5a0132deb,0.9104283859800951,16
832,Abdullah Ibrahim,Dream Time,Blue Bolero - Blue Bolero II,studio,data/midi/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero II.midi,data/audio/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero II.mp3,https://www.youtube.com/watch?v=pEof6cvuv2I,36.096,0,36,train,233c95a1-dd0e-4fc7-b2ea-a6838ca2ce59,cd84f0d5-7f35-44da-ac2f-2bc2331d324c,fd64e185-9973-44d5-ad09-5d5562804292,b19833a6-ec0b-4c8c-8596-83b103feec39,6c9d9567-0913-44fa-a3fb-1ac03504f528,0.8811188811188813,238
833,Ellis Marsalis,Duke In Blue,Squatty Roo,studio,data/midi/studio/Ellis Marsalis/Duke In Blue/Squatty Roo.midi,data/audio/studio/Ellis Marsalis/Duke In Blue/Squatty Roo.mp3,https://www.youtube.com/watch?v=tvYOxCb_1Ho,174.024,0,174,train,cfe76b8d-9aee-48d2-9565-c6eba456b72e,38973b0c-6a70-451a-a99f-103d96727beb,c28999ee-ff26-4825-be24-b466e7b32821,76dde634-40b6-3977-b0c1-cd477d29689e,2de97942-7fdd-44c6-a664-b7dded52cd11,0.9735327963176065,203
834,Mary Lou Williams,Piano Solos,The Man I Love,studio,data/midi/studio/Mary Lou Williams/Piano Solos/The Man I Love.midi,data/audio/studio/Mary Lou Williams/Piano Solos/The Man I Love.mp3,https://www.youtube.com/watch?v=lSMr6XixfB4,143.304,0,143,train,,,,,,0.7616606868272682,231
835,Erroll Garner,Afternoon Of An Elf,Afternoon Of An Elf,studio,data/midi/studio/Erroll Garner/Afternoon Of An Elf/Afternoon Of An Elf.midi,data/audio/studio/Erroll Garner/Afternoon Of An Elf/Afternoon Of An Elf.mp3,https://www.youtube.com/watch?v=Gz9nX5-k_uM,354.072,0,354,train,9577ac5b-80fe-4466-898e-0f711c0ec2b4,59a3fd48-96af-4486-b06a-eba0cec954c9,75bd5186-9d89-4da9-95de-fce055c28895,67ff9dfc-2fc1-3a61-9733-d185ef841d2d,7d94fbd6-38d8-4d53-8c88-739d55ac6fb1,0.8934762773722628,65
836,Dave McKenna,Easy Street,Gone With The Wind,studio,data/midi/studio/Dave McKenna/Easy Street/Gone With The Wind.midi,data/audio/studio/Dave McKenna/Easy Street/Gone With The Wind.mp3,https://www.youtube.com/watch?v=swBv9XWjTYA,257.136,0,257,train,50553d4c-c618-410f-9e1d-4a38d22dfdfe,36e5a197-8351-4e22-a4e6-63f0f20862ef,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,3f8067cf-3d68-32c1-bfa7-245dbc17f563,165a6286-2495-4059-a9dd-c112300a9f31,0.8782699686083013,243
837,Eric Reed,Mercy and Grace,I Love You Lord,studio,data/midi/studio/Eric Reed/Mercy and Grace/I Love You Lord.midi,data/audio/studio/Eric Reed/Mercy and Grace/I Love You Lord.mp3,https://www.youtube.com/watch?v=io9ToTMS5Xg,411.024,0,411,train,,,,,,0.8998960859023207,103
838,Tete Montoliu,The Music I Like To Play - Vol. 4,Fair Weather,studio,data/midi/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Fair Weather.midi,data/audio/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Fair Weather.mp3,https://www.youtube.com/watch?v=iOXyR4j02f0,258.024,0,258,train,,,,,,0.9759229534510433,80
839,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein,It Might As Well Be Spring,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/It Might As Well Be Spring.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/It Might As Well Be Spring.mp3,https://www.youtube.com/watch?v=WSUIt8vg-3U,333.264,0,333,train,e078e24d-898e-4bcf-9b18-ee97cce9bc8a,f54bfec3-6668-4a6a-911a-a5673a205be1,dab1ad75-3ea3-4071-91c4-7a66475599d4,15c31950-ea20-4a0c-89d7-7c4ca6bcda23,00b7cb5f-56df-48f6-a947-7beab6be5b57,0.9564686737184703,89
840,Oscar Peterson,1951,Rose Room,studio,data/midi/studio/Oscar Peterson/1951/Rose Room.midi,data/audio/studio/Oscar Peterson/1951/Rose Room.mp3,https://www.youtube.com/watch?v=x9uWNp5cx5k,131.736,0,131,train,cd9ef41f-1c9f-4b91-950d-74989cd700d7,716d857a-d921-4c5b-b12f-db98f1f04839,ed801bdd-f057-41c0-94fb-76cb5676cd59,fd08c781-b176-30e2-97fc-4ccd73117a76,55700712-ada5-43b6-aa09-005b09e35870,0.8745038167938932,190
841,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 3",Begin The Beguine,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Begin The Beguine.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Begin The Beguine.mp3",https://www.youtube.com/watch?v=4f34KvEANKg,178.128,0,178,train,a48d6843-6e81-4db8-b739-29f063551019,fdca5f37-0fbb-4438-b9b8-368c75e3719f,e073f6af-d696-4340-b847-e81fabc4d55b,6381bf22-8b83-3a7f-97b1-9584a88c3241,39792166-b13c-4dbe-8284-f5061f8ba5a0,0.9094982078853046,22
842,Donald Brown,Piano Short Stories,In Walked Toot,studio,data/midi/studio/Donald Brown/Piano Short Stories/In Walked Toot.midi,data/audio/studio/Donald Brown/Piano Short Stories/In Walked Toot.mp3,https://www.youtube.com/watch?v=UGjrm-PqSk4,294.024,0,294,train,6b3d52fa-3b40-48f6-a248-56c540ef5a7a,67fe62a9-d83d-4686-8b33-6452221b0041,96d3d5cb-c071-4958-9181-449b617e1df2,f337341b-5193-4547-9476-eac27a8f3148,d386a44f-1a61-4b3a-994b-ce00b91c6455,0.9463764864258469,244
843,Abdullah Ibrahim,The Song Is My Story,"For Coltrane, Pt. 2",studio,"data/midi/studio/Abdullah Ibrahim/The Song Is My Story/For Coltrane, Pt. 2.midi","data/audio/studio/Abdullah Ibrahim/The Song Is My Story/For Coltrane, Pt. 2.mp3",https://www.youtube.com/watch?v=ZLVkT9xyrQw,268.032,0,268,train,5f1972e7-bb3a-464f-b3a6-63cc72eda19f,8dd2d9b6-5354-468c-8b0b-dbd0ff5a1090,fd64e185-9973-44d5-ad09-5d5562804292,24a40b86-7282-47b1-8c8d-f71187665363,4054b037-45aa-4ef5-b050-46c601d53731,0.8966887417218543,109
844,Kris Davis,Aeriol Piano,Beam The Eyes,studio,data/midi/studio/Kris Davis/Aeriol Piano/Beam The Eyes.midi,data/audio/studio/Kris Davis/Aeriol Piano/Beam The Eyes.mp3,https://www.youtube.com/watch?v=pAPpMBn0dzY,215.784,0,215,train,,,,,,0.8768502072232092,113
845,Dick Hyman,September Song - Dick Hyman Plays the Music of Kurt Weill,Foolish Heart,studio,data/midi/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Foolish Heart.midi,data/audio/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Foolish Heart.mp3,https://www.youtube.com/watch?v=CPs-Uav58kg,134.616,0,134,train,,,,,,0.9130434782608696,60
846,Jed Distler,Quiet Now,I Got It Bad (And That Ain't Good),studio,data/midi/studio/Jed Distler/Quiet Now/I Got It Bad (And That Ain't Good).midi,data/audio/studio/Jed Distler/Quiet Now/I Got It Bad (And That Ain't Good).mp3,https://www.youtube.com/watch?v=hT5CtWJrGzw,118.224,0,118,train,,,,,,0.883265306122449,93
847,Abdullah Ibrahim,Solotude,District 6 (Reprise),studio,data/midi/studio/Abdullah Ibrahim/Solotude/District 6 (Reprise).midi,data/audio/studio/Abdullah Ibrahim/Solotude/District 6 (Reprise).mp3,https://www.youtube.com/watch?v=qmBPautFM1g,14.832,0,14,train,b07ed093-6f67-42ef-8aa3-965e9de7124d,a7f3e66d-6b62-4e27-b75c-5b45e92d39c6,fd64e185-9973-44d5-ad09-5d5562804292,d2c3fe8f-d05a-4f62-99b7-5dff4285bba0,8f2f3a4d-470b-4e7a-b2c7-94c9d3b201c6,0.9361702127659575,129
848,Alan Pasqua,Solo,Greta,studio,data/midi/studio/Alan Pasqua/Solo/Greta.midi,data/audio/studio/Alan Pasqua/Solo/Greta.mp3,https://www.youtube.com/watch?v=AiNOHCJzeUs,500.616,0,500,train,,,,,,0.9134795172531021,219
849,Michel Camilo,What's Up,Paprika,studio,data/midi/studio/Michel Camilo/What's Up/Paprika.midi,data/audio/studio/Michel Camilo/What's Up/Paprika.mp3,https://www.youtube.com/watch?v=tvjL9ZOzxM0,241.2,0,241,train,,,,,,0.8942914294506847,131
850,Abdullah Ibrahim,Dream Time,Blue Bolero - Blue Bolero I,studio,data/midi/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero I.midi,data/audio/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero I.mp3,https://www.youtube.com/watch?v=o0M7b3aiT3I,161.328,0,161,train,391de30a-ecd4-49e1-82cc-f16281a35c6f,cd84f0d5-7f35-44da-ac2f-2bc2331d324c,fd64e185-9973-44d5-ad09-5d5562804292,70493c2d-48b1-4a96-987b-4c90a25a6189,48abffbc-032c-4461-8eab-0fc44c9ce6dd,0.9271317829457364,238
851,Alan Pasqua,Day Dream,Prelude to a Kiss,studio,data/midi/studio/Alan Pasqua/Day Dream/Prelude to a Kiss.midi,data/audio/studio/Alan Pasqua/Day Dream/Prelude to a Kiss.mp3,https://www.youtube.com/watch?v=Z7usoCH3gxI,271.68,0,271,train,,,,,,0.8934485241180706,189
852,George Shearing,Piano,Sweet And Lovely,studio,data/midi/studio/George Shearing/Piano/Sweet And Lovely.midi,data/audio/studio/George Shearing/Piano/Sweet And Lovely.mp3,https://www.youtube.com/watch?v=qBoc4_ZQT4E,221.328,0,221,train,e3a6dbd0-f5be-4c9e-9ad7-f8ac50cbc44d,b945ca22-e8da-4457-bf99-9ee56805a2e2,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,c94fef95-1e72-39d4-93f3-4d93097f67cd,d373d381-3184-4a17-975e-f89b5c417c7b,0.7266710787557908,83
853,Tommy Flanagan,Solo Piano,Wail,studio,data/midi/studio/Tommy Flanagan/Solo Piano/Wail.midi,data/audio/studio/Tommy Flanagan/Solo Piano/Wail.mp3,https://www.youtube.com/watch?v=lgk1cqgvQXo,155.568,0,155,train,6bda2b98-4231-4eb2-b3c3-2eed3257bb9e,d5215ee0-5f0d-45d9-a3be-5a8ee565e9a1,c39a1eeb-e646-43e9-b984-4ffdc92b0241,416697e6-a3b3-452d-bdcf-ba3673839bc0,9276b459-da37-42d2-bfe7-8b41f0b7b9d5,0.8554186572793564,183
854,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart,"If They Asked Me, I Could Write A Book",studio,"data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/If They Asked Me, I Could Write A Book.midi","data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/If They Asked Me, I Could Write A Book.mp3",https://www.youtube.com/watch?v=CVem7lISkVs,162.672,0,162,train,8d8fb1ab-9aaf-4ae6-b5c4-bdcece4ae2ca,1ebff91a-54b7-4a2f-80e8-dc5d463a4464,dab1ad75-3ea3-4071-91c4-7a66475599d4,1effb924-90f0-4b57-870b-cfbee881f4ce,3a58d0bb-8bba-401f-8274-8ee6edab5480,0.9331450094161959,206
